CityCode,City,Year,population,gdp
370500,东营市,2005,180.5,11661400
370600,烟台市,2005,647.78003,20124600
370700,潍坊市,2005,852.20001,14711800
370800,济宁市,2005,805.78003,12661900
370900,泰安市,2005,550.78003,8556600
371000,威海市,2005,249.09,11697700
371100,日照市,2005,281.70999,4265000
371200,莱芜市,2005,124.38,2563400
371300,临沂市,2005,1018.63,12117800
371400,德州市,2005,552.63,8318300
371500,聊城市,2005,569.5,6931391
371600,滨州市,2005,371.25,6672700
371700,菏泽市,2005,885.83002,4508500
410100,郑州市,2005,679.70001,16606006
410200,开封市,2005,487.67001,4080088
410300,洛阳市,2005,653.37,11123986
410400,平顶山市,2005,499.25,5609931
410500,安阳市,2005,547.17999,5574577
410600,鹤壁市,2005,150.5,1862357
410700,新乡市,2005,569.20001,5441633
410800,焦作市,2005,352.03,5839740
410900,濮阳市,2005,372.01001,3839824
411000,许昌市,2005,458.04001,6054744
411100,漯河市,2005,261.60001,3221361
411200,三门峡市,2005,222.48,3351823
411300,南阳市,2005,1079.14,10534299
411400,商丘市,2005,855.59003,5607773
411500,信阳市,2005,803.78998,5085635
411600,周口市,2005,1112.51,5954976
411700,驻马店市,2005,839.39001,5003555
420100,武汉市,2005,801.35999,22380000
420200,黄石市,2005,252.13,3432100
420300,十堰市,2005,343.67999,3066300
420500,宜昌市,2005,398.78,6080600
420600,襄樊市,2005,577.21997,5714700
420700,鄂州市,2005,104.32,1469700
420800,荆门市,2005,291.07001,3102908
420900,孝感市,2005,506.01001,3602300
421000,荆州市,2005,641.29999,3930400
421100,黄冈市,2005,726.29999,3485600
421200,咸宁市,2005,276.72,2038300
421300,随州市,2005,252.67999,1930700
430100,长沙市,2005,620.91998,15199001
430200,株洲市,2005,372.23001,5241377
430300,湘潭市,2005,284.10001,3668374
430400,衡阳市,2005,722.60999,5908645
430500,邵阳市,2005,744,3600894
430600,岳阳市,2005,531.82001,6348661
430700,常德市,2005,602.41998,6341680
430800,张家界市,2005,160.12,1106322
430900,益阳市,2005,460.60001,2947607
431000,郴州市,2005,460.88,4776876
431100,永州市,2005,574.85999,3612220
431200,怀化市,2005,498.37,2952122
431300,娄底市,2005,407.48001,3111113
440100,广州市,2005,750.53003,51542283
440200,韶关市,2005,318.66,3399334
440300,深圳市,2005,181.92999,49509078
440400,珠海市,2005,89.599998,6349521
440500,汕头市,2005,491.29001,6513573
440600,佛山市,2005,354.48001,23831836
440700,江门市,2005,386.23999,8053737
440800,湛江市,2005,718.04999,6580938
440900,茂名市,2005,679.33002,8082259
441200,肇庆市,2005,396.48001,4505704
441300,惠州市,2005,297.57999,8034283
441400,梅州市,2005,498.91,3144589
441500,汕尾市,2005,315.35999,2109840
441600,河源市,2005,337.35999,2049360
441700,阳江市,2005,264.14999,2953441
441800,清远市,2005,393.44,3229561
441900,东莞市,2005,656.07001,21816245
442000,中山市,2005,140.82001,8802018
445100,潮州市,2005,250.42,2876046
445200,揭阳市,2005,609.28003,4204984
445300,云浮市,2005,263.35999,2137294
450100,南宁市,2005,659.53998,7233557
450200,柳州市,2005,356.66,5175009
450300,桂林市,2005,495.10999,5369232
450400,梧州市,2005,305.42999,
450500,北海市,2005,149.24001,1816197
450600,防城港市,2005,79.82,
450700,钦州市,2005,341.10001,2055202
450800,贵港市,2005,470.37,2270151
450900,玉林市,2005,592.42999,3562503
451000,百色市,2005,373.78,2393604
451100,贺州市,2005,210.47,1643265
451200,河池市,2005,382.78,2069592
451300,来宾市,2005,246.8,1700427
451400,崇左市,2005,230.64999,1511295
460100,海口市,2005,147.3,3013506
460200,三亚市,2005,51.189999,742144
500000,重庆市,2005,3169.1599,30704900
510100,成都市,2005,1082.03,23707644
510300,自贡市,2005,317.28,2739544
510400,攀枝花市,2005,107.98,2480110
510500,泸州市,2005,479.63,2849099
510600,德阳市,2005,382.41,4621670
510700,绵阳市,2005,530.71002,4825313
510800,广元市,2005,304.26001,1451893
510900,遂宁市,2005,374.57999,2065863
511000,内江市,2005,420.32001,2548349
511100,乐山市,2005,347.89999,3067168
511300,南充市,2005,728.94,3352726
511400,眉山市,2005,340.73999,2450669
511500,宜宾市,2005,519.19,3700352
511600,广安市,2005,454.54999,2463199
511700,达州市,2005,640.23999,3425580
511800,雅安市,2005,154.32001,1264636
511900,巴中市,2005,362.95999,1290055
512000,资阳市,2005,488.91,2548422
520100,贵阳市,2005,350.66,5256159
520200,六盘水市,2005,297.17001,2075507
520300,遵义市,2005,725.53998,4075747
520400,安顺市,2005,256.88,1060334
530100,昆明市,2005,508.47,10615544
530300,曲靖市,2005,587.45001,4409662
530400,玉溪市,2005,209.16,3682253
530500,保山市,2005,242.49001,1174226
530600,昭通市,2005,528.65002,1671974
530700,丽江市,2005,113.76,603328
530800,思茅市,2005,256.56,1065609
530900,临沧市,2005,219.58,965139
540100,拉萨市,2005,,
610100,西安市,2005,741.72998,12701400
610200,铜川市,2005,84.389999,695200
610300,宝鸡市,2005,369.53,4157900
610400,咸阳市,2005,494.26001,4325160
610500,渭南市,2005,537.06,3124200
610600,延安市,2005,210.7,3706160
610700,汉中市,2005,376.56,2165800
610800,榆林市,2005,351.60001,3200370
610900,安康市,2005,294.94,1378500
611000,商洛市,2005,241.98,1001550
620100,兰州市,2005,311.73999,5670437
620200,嘉峪关市,2005,17.219999,813069
620300,金昌市,2005,46.57,1158700
620400,白银市,2005,174.57001,1465368
620500,天水市,2005,350.01999,1461676
620600,武威市,2005,187.17999,1418113
620700,张掖市,2005,127.08,1107881
620800,平凉市,2005,218.14999,4749203
620900,酒泉市,2005,90.260002,1460284
621000,庆阳市,2005,251.28999,1438181
621100,定西市,2005,291.57999,713036
621200,陇南市,2005,272.48999,741836
630100,西宁市,2005,209.89999,2375652
640100,银川市,2005,140.60001,2885029
640200,石嘴山市,2005,72.279999,1096294
640300,吴忠市,2005,124.12,981093
640400,固原市,2005,148.06,448776
640500,中卫市,2005,102.84,658484
650100,乌鲁木齐市,2005,194.14999,5625007
650200,克拉玛依市,2005,29.74,3857256
110000,北京市,2002,1136,32127100
120000,天津市,2002,919,20511600
130100,石家庄市,2002,904,11868132
130200,唐山市,2002,703,11022878
130300,秦皇岛市,2002,270,3356576
130400,邯郸市,2002,850,6531664
130500,邢台市,2002,664,4394074
130600,保定市,2002,1070,8234564
130700,张家口市,2002,451,2783715
130800,承德市,2002,358,2000110
130900,沧州市,2002,677,5313289
131000,廊坊市,2002,384,4599763
131100,衡水市,2002,411,3489205
140100,太原市,2002,322,4328880
140200,大同市,2002,293,2183851
140300,阳泉市,2002,125,1091737
140400,长治市,2002,318,2060160
140500,晋城市,2002,211,1720312
140600,朔州市,2002,141,1003957
140700,晋中市,2002,304,1701410
140800,运城市,2002,486,2305186
140900,忻州市,2002,292,934096
141000,临汾市,2002,409,2239068
141100,吕梁市,2002,,
150100,呼和浩特市,2002,213,3167000
150200,包头市,2002,208,3330196
150300,乌海市,2002,41,513994
150400,赤峰市,2002,444,2054143
150500,通辽市,2002,307,2030653
150600,鄂尔多斯市,2002,134,2047691
150701,海拉尔,2002,268,1903600
150800,巴彦淖尔市,2002,,
150900,乌兰察布市,2002,,
210100,沈阳市,2002,689,14000238
210200,大连市,2002,558,14061000
210300,鞍山市,2002,345,7089643
210400,抚顺市,2002,226,2801795
210500,本溪市,2002,157,1934967
210600,丹东市,2002,241,2026475
210700,锦州市,2002,307,2428663
210800,营口市,2002,228,2176304
210900,阜新市,2002,193,852089
211000,辽阳市,2002,182,2019508
211100,盘锦市,2002,124,3020112
211200,铁岭市,2002,299,1518136
211300,朝阳市,2002,335,1026199
211400,葫芦岛市,2002,271,2060788
220100,长春市,2002,713,11501802
220200,吉林市,2002,431,5150813
220300,四平市,2002,326,1999885
220400,辽源市,2002,124,697070
220500,通化市,2002,226,1741323
220600,白山市,2002,133,1003247
220700,松原市,2002,278,1952528
220800,白城市,2002,200,1020181
230100,哈尔滨市,2002,948,12321276
230200,齐齐哈尔市,2002,561,3330510
230300,鸡西市,2002,196,1491194
230400,鹤岗市,2002,111,768841
230500,双鸭山市,2002,151,1005654
230600,大庆市,2002,255,10307150
230700,伊春市,2002,132,853472
230800,佳木斯市,2002,244,1847101
230900,七台河市,2002,86,696552
231000,牡丹江市,2002,271,2424485
231100,黑河市,2002,174,895727
232300,绥化市,2002,551,3202128
310000,上海市,2002,1334,54087600
320100,南京市,2002,563,12975725
320200,无锡市,2002,439,15806636
320300,徐州市,2002,904,7914376
320400,常州市,2002,343,7606035
320500,苏州市,2002,584,20803673
320600,南通市,2002,780,8873292
320700,连云港市,2002,464,3501518
320800,淮安市,2002,518,3750195
320900,盐城市,2002,796,6732616
321000,扬州市,2002,452,5589305
321100,镇江市,2002,267,5608973
321200,泰州市,2002,504,5046038
321300,宿迁市,2002,513,2470292
330100,杭州市,2002,637,17818302
330200,宁波市,2002,546,15003435
330300,温州市,2002,739,10609664
330400,嘉兴市,2002,332,7064295
330500,湖州市,2002,257,4225003
330600,绍兴市,2002,434,9281491
330700,金华市,2002,449,6804122
330800,衢州市,2002,244,2003105
330900,舟山市,2002,98,1460140
331000,台州市,2002,550,8583079
331100,丽水市,2002,249,1851028
340100,合肥市,2002,448,4128065
340200,芜湖市,2002,222,2455133
340300,蚌埠市,2002,343,1901881
340400,淮南市,2002,210,1521178
340500,马鞍山市,2002,122,1545927
340600,淮北市,2002,201,1181038
340700,铜陵市,2002,70,884156
340800,安庆市,2002,604,2852141
341000,黄山市,2002,147,967473
341100,滁州市,2002,431,2808265
341200,阜阳市,2002,897,2097706
341300,宿州市,2002,558,2074129
341400,巢湖市,2002,453,2227315
341500,六安市,2002,668,1962260
341600,毫州市,2002,535,1724566
341700,池州市,2002,155,669749
341800,宣城市,2002,275,1825966
350100,福州市,2002,598,11605280
350200,厦门市,2002,137,6483570
350300,莆田市,2002,301,2320750
350400,三明市,2002,267,2865663
350500,泉州市,2002,659,12230562
350600,漳州市,2002,453,5346970
350700,南平市,2002,304,2549835
350800,龙岩市,2002,287,2578580
350900,宁德市,2002,325,2440598
360100,南昌市,2002,449,5523746
360200,景德镇市,2002,147,1162452
360300,萍乡市,2002,176,1204051
360400,九江市,2002,455,2633549
360500,新余市,2002,108,899660
360600,鹰潭市,2002,109,656671
360700,赣州市,2002,818,3091679
360800,吉安市,2002,457,1800000
360900,宜春市,2002,519,2214287
361000,抚州市,2002,370,1492000
361100,上饶市,2002,622,2185000
370100,济南市,2002,575,12008297
370200,青岛市,2002,716,15181700
370300,淄博市,2002,412,7800000
370400,枣庄市,2002,362,3138600
370500,东营市,2002,175,5403000
370600,烟台市,2002,647,11150000
370700,潍坊市,2002,847,8950000
370800,济宁市,2002,797,7435000
370900,泰安市,2002,546,5152000
371000,威海市,2002,248,7035039
371100,日照市,2002,278,2614300
371200,莱芜市,2002,124,1419000
371300,临沂市,2002,1008,7021300
371400,德州市,2002,544,4605000
371500,聊城市,2002,561,3755000
371600,滨州市,2002,365,3406000
371700,菏泽市,2002,864,2498400
410100,郑州市,2002,649,9282890
410200,开封市,2002,474,2698982
410300,洛阳市,2002,633,5350145
410400,平顶山市,2002,485,3215130
410500,安阳市,2002,525,3126410
410600,鹤壁市,2002,145,1050506
410700,新乡市,2002,551,3404699
410800,焦作市,2002,337,2876249
410900,濮阳市,2002,360,2371350
411000,许昌市,2002,445,3628207
411100,漯河市,2002,257,2007737
411200,三门峡市,2002,220,1971858
411300,南阳市,2002,1048,6250672
411400,商丘市,2002,821,3427291
411500,信阳市,2002,781,3119211
411600,周口市,2002,1067,4135687
411700,驻马店市,2002,821,3316976
420100,武汉市,2002,768,14927435
420200,黄石市,2002,253,2454500
420300,十堰市,2002,339,2315200
420500,宜昌市,2002,397,4440603
420600,襄樊市,2002,577,4566200
420700,鄂州市,2002,104,1113400
420800,荆门市,2002,301,2934604
420900,孝感市,2002,506,3140600
421000,荆州市,2002,648,3591000
421100,黄冈市,2002,724,3622700
421200,咸宁市,2002,278,1565900
421300,随州市,2002,257,1430100
430100,长沙市,2002,595,8128469
430200,株洲市,2002,373,3552747
430300,湘潭市,2002,281,2622958
430400,衡阳市,2002,710,4189963
430500,邵阳市,2002,729,2600747
430600,岳阳市,2002,526,4520156
430700,常德市,2002,598,4432084
430800,张家界市,2002,157,729602
430900,益阳市,2002,455,2294538
431000,郴州市,2002,458,2886309
431100,永州市,2002,568,2713332
431200,怀化市,2002,490,2304753
431300,娄底市,2002,402,1892986
440100,广州市,2002,721,30014760
440200,韶关市,2002,314,2356100
440300,深圳市,2002,139,22568300
440400,珠海市,2002,79,4062651
440500,汕头市,2002,480,4831587
440600,佛山市,2002,339,11759169
440700,江门市,2002,381,6608232
440800,湛江市,2002,707,4638102
440900,茂名市,2002,661,5925513
441200,肇庆市,2002,391,4502169
441300,惠州市,2002,283,5252036
441400,梅州市,2002,488,2046886
441500,汕尾市,2002,303,1686717
441600,河源市,2002,332,1162853
441700,阳江市,2002,258,2054187
441800,清远市,2002,389,1713954
441900,东莞市,2002,156,6728910
442000,中山市,2002,136,4156701
445100,潮州市,2002,248,2152232
445200,揭阳市,2002,585,4420948
445300,云浮市,2002,260,1919831
450100,南宁市,2002,298,3560670
450200,柳州市,2002,188,2303105
450300,桂林市,2002,488,3577507
450400,梧州市,2002,291,1531624
450500,北海市,2002,145,1362296
450600,防城港市,2002,78,692829
450700,钦州市,2002,333,1546561
450800,贵港市,2002,462,1262664
450900,玉林市,2002,587,2256110
451000,百色市,2002,367,1442419
451100,贺州市,2002,209,1102567
451200,河池市,2002,380,1446067
451300,来宾市,2002,241,1043774
451400,崇左市,2002,227,1015266
460100,海口市,2002,64,1627047
460200,三亚市,2002,50,358800
500000,重庆市,2002,3114,19713000
510100,成都市,2002,1028,16671012
510300,自贡市,2002,315,1812198
510400,攀枝花市,2002,105,1388926
510500,泸州市,2002,466,1922238
510600,德阳市,2002,380,3151091
510700,绵阳市,2002,522,3696998
510800,广元市,2002,304,940993
510900,遂宁市,2002,373,1406178
511000,内江市,2002,420,1782231
511100,乐山市,2002,347,1798019
511300,南充市,2002,714,2191069
511400,眉山市,2002,340,1495165
511500,宜宾市,2002,512,2583049
511600,广安市,2002,444,1544405
511700,达州市,2002,635,2250400
511800,雅安市,2002,153,895209
511900,巴中市,2002,354,956326
512000,资阳市,2002,488,1680151
520100,贵阳市,2002,340,3363696
520200,六盘水市,2002,289,1011188
520300,遵义市,2002,705,2761331
520400,安顺市,2002,249,707276
530100,昆明市,2002,495,7300813
530300,曲靖市,2002,556,2543962
530400,玉溪市,2002,205,2730769
530500,保山市,2002,238,810870
530600,昭通市,2002,508,1126632
530700,丽江市,2002,111,369480
530800,思茅市,2002,,
530900,临沧市,2002,,
540100,拉萨市,2002,,
610100,西安市,2002,703,8235000
610200,铜川市,2002,84,409000
610300,宝鸡市,2002,365,2181500
610400,咸阳市,2002,482,2500400
610500,渭南市,2002,533,1817700
610600,延安市,2002,201,1187600
610700,汉中市,2002,370,1413100
610800,榆林市,2002,330,1113600
610900,安康市,2002,293,903600
611000,商洛市,2002,237,656300
620100,兰州市,2002,301,3867843
620200,嘉峪关市,2002,16,240336
620300,金昌市,2002,46,452011
620400,白银市,2002,173,951751
620500,天水市,2002,343,975060
620600,武威市,2002,188,784706
620700,张掖市,2002,127,756600
620800,平凉市,2002,222,727784
620900,酒泉市,2002,96,950705
621000,庆阳市,2002,255,801400
621100,定西市,2002,,
621200,陇南市,2002,,
630100,西宁市,2002,202,1213381
640100,银川市,2002,133,1334608
640200,石嘴山市,2002,70,578590
640300,吴忠市,2002,180,960000
640400,固原市,2002,189,309648
640500,中卫市,2002,,
650100,乌鲁木齐市,2002,176,3544426
650200,克拉玛依市,2002,29,1704788
110000,北京市,2007,1213.26,93533200
120000,天津市,2007,959.09998,50504000
130100,石家庄市,2007,955.04999,23607230
130200,唐山市,2007,724.65997,27794190
130300,秦皇岛市,2007,283.31,6835782
130400,邯郸市,2007,896.35999,16081303
130500,邢台市,2007,694.67999,8907487
130600,保定市,2007,1123.4301,13751799
130700,张家口市,2007,457.17999,5663192
130800,承德市,2007,366.89001,5535406
130900,沧州市,2007,700.20001,14653827
131000,廊坊市,2007,401.85999,8839313
131100,衡水市,2007,427.17999,5583839
140100,太原市,2007,355.31,12549447
140200,大同市,2007,309.42001,4908465
140300,阳泉市,2007,128.24001,2732413
140400,长治市,2007,323.79999,5506252
140500,晋城市,2007,222.33,4199561
140600,朔州市,2007,152.89999,3321931
140700,晋中市,2007,313.88,4701976
140800,运城市,2007,497.20999,6195053
140900,忻州市,2007,299.81,2572845
141000,临汾市,2007,426.91,6580869
141100,吕梁市,2007,370.12,5076745
150100,呼和浩特市,2007,220.84,11011331
150200,包头市,2007,214.60001,12771982
150300,乌海市,2007,47.700001,1900400
150400,赤峰市,2007,452.76999,5901361
150500,通辽市,2007,316.20001,5861392
150600,鄂尔多斯市,2007,143.99001,11509051
150701,海拉尔,2007,270.56,5050392
150800,巴彦淖尔市,2007,182.3,3551474
150900,乌兰察布市,2007,284.26001,3440007
210100,沈阳市,2007,709.77002,32211508
210200,大连市,2007,578.19,31306789
210300,鞍山市,2007,350.25,13435436
210400,抚顺市,2007,223.72,5472419
210500,本溪市,2007,155.97,4849215
210600,丹东市,2007,242.8,4640241
210700,锦州市,2007,309.41,5510889
210800,营口市,2007,232.49001,5701071
210900,阜新市,2007,193.07001,1935087
211000,辽阳市,2007,183.38,4677120
211100,盘锦市,2007,128.24001,5628575
211200,铁岭市,2007,305.39999,4039664
211300,朝阳市,2007,340.16,3342279
211400,葫芦岛市,2007,278.70001,4175255
220100,长春市,2007,745.95001,20890859
220200,吉林市,2007,432.67001,10080128
220300,四平市,2007,334.95001,4752497
220400,辽源市,2007,123.4,2165000
220500,通化市,2007,226.91,3536277
220600,白山市,2007,129.92,2374523
220700,松原市,2007,281.29999,6073494
220800,白城市,2007,202.92999,2286120
230100,哈尔滨市,2007,987.32001,24368044
230200,齐齐哈尔市,2007,567.79999,5560392
230300,鸡西市,2007,191.10001,2646464
230400,鹤岗市,2007,109.33,1535718
230500,双鸭山市,2007,150.44,2064301
230600,大庆市,2007,273.35999,18222781
230700,伊春市,2007,127.6,1532188
230800,佳木斯市,2007,250.53,3368924
230900,七台河市,2007,89.510002,1351595
231000,牡丹江市,2007,269.82999,4169660
231100,黑河市,2007,173.97,1663188
232300,绥化市,2007,575.90002,4472112
310000,上海市,2007,1378.86,121888500
320100,南京市,2007,617.16998,32837300
320200,无锡市,2007,461.73999,38585400
320300,徐州市,2007,940.95001,16795600
320400,常州市,2007,357.38,18812800
320500,苏州市,2007,624.42999,57008500
320600,南通市,2007,766.13,21118800
320700,连云港市,2007,482.23001,6181800
320800,淮安市,2007,534,7652300
320900,盐城市,2007,809.78998,13712600
321000,扬州市,2007,459.25,13118900
321100,镇江市,2007,268.78,12066865
321200,泰州市,2007,500.70001,12018200
321300,宿迁市,2007,531.53003,5420000
330100,杭州市,2007,672.34998,41001722
330200,宁波市,2007,564.56,34350042
330300,温州市,2007,764.57001,21589093
330400,嘉兴市,2007,336.81,15853145
330500,湖州市,2007,257.79999,8920238
330600,绍兴市,2007,436.23999,19720520
330700,金华市,2007,459.19,14656700
330800,衢州市,2007,247.74001,4785000
330900,舟山市,2007,96.690002,4083700
331000,台州市,2007,569.39001,17218413
331100,丽水市,2007,253.99001,4338900
340100,合肥市,2007,478.89999,13346102
340200,芜湖市,2007,230.46001,5823014
340300,蚌埠市,2007,355.26999,4096988
340400,淮南市,2007,239.42,3442294
340500,马鞍山市,2007,127.32,5321000
340600,淮北市,2007,213.67,2671818
340700,铜陵市,2007,73.650002,2869000
340800,安庆市,2007,610.98999,5876612
341000,黄山市,2007,147.98,2132317
341100,滁州市,2007,443.95999,4355544
341200,阜阳市,2007,974.28998,4537578
341300,宿州市,2007,617.16998,4242700
341400,巢湖市,2007,455.03,4039900
341500,六安市,2007,695.51001,4352900
341600,毫州市,2007,576.38,3355660
341700,池州市,2007,158.02,1580091
341800,宣城市,2007,275.20001,3326478
350100,福州市,2007,630.29999,19745818
350200,厦门市,2007,167.24001,13878520
350300,莆田市,2007,310.26001,5117039
350400,三明市,2007,269.5,5456879
350500,泉州市,2007,674.28998,22837002
350600,漳州市,2007,463.10001,8548082
350700,南平市,2007,306.32999,4665770
350800,龙岩市,2007,289.20001,5534371
350900,宁德市,2007,330.44,4574559
360100,南昌市,2007,491.31,13898920
360200,景德镇市,2007,156.17999,2618517
360300,萍乡市,2007,184.64999,3162760
360400,九江市,2007,479.57999,5925614
360500,新余市,2007,113.85,2807714
360600,鹰潭市,2007,114.9,2202019
360700,赣州市,2007,877.03998,7019653
360800,吉安市,2007,479.72,4060052
360900,宜春市,2007,539.09003,5088563
361000,抚州市,2007,385.10001,3679225
361100,上饶市,2007,704.15997,5281238
370100,济南市,2007,604.84998,25628135
370200,青岛市,2007,757.98999,37865156
370300,淄博市,2007,419.59,19450200
370400,枣庄市,2007,380.19,9255606
370500,东营市,2007,183.09,16648004
370600,烟台市,2007,651.46997,28799509
370700,潍坊市,2007,859.13,20560200
370800,济宁市,2007,818.27002,17360100
370900,泰安市,2007,552.59998,12261100
371000,威海市,2007,251.06,15834545
371100,日照市,2007,283.38,6295800
371200,莱芜市,2007,125.35,3672700
371300,临沂市,2007,1027.5,16604600
371400,德州市,2007,561.66998,11808200
371500,聊城市,2007,580.75,10254153
371600,滨州市,2007,374.48001,10302894
371700,菏泽市,2007,914.20001,6860200
410100,郑州市,2007,707.01001,24867470
410200,开封市,2007,505.63,5554386
410300,洛阳市,2007,676.04999,15953222
410400,平顶山市,2007,516.70001,8211632
410500,安阳市,2007,559.90002,8078243
410600,鹤壁市,2007,154.10001,2744319
410700,新乡市,2007,584.03998,7796766
410800,焦作市,2007,357.97,8560041
410900,濮阳市,2007,386.45001,5261408
411000,许昌市,2007,475.14999,8553952
411100,漯河市,2007,269.35001,4370242
411200,三门峡市,2007,226.57001,5184183
411300,南阳市,2007,1126.71,13763321
411400,商丘市,2007,889.71002,7656721
411500,信阳市,2007,834.96002,6990260
411600,周口市,2007,1166.72,7985380
411700,驻马店市,2007,858.78998,6674772
420100,武汉市,2007,828.21002,31419048
420200,黄石市,2007,255.39,4666800
420300,十堰市,2007,348.85999,4114200
420500,宜昌市,2007,401.45999,8209000
420600,襄樊市,2007,582,7854500
420700,鄂州市,2007,107.01,2087073
420800,荆门市,2007,298.57001,4200794
420900,孝感市,2007,516.76001,4808000
421000,荆州市,2007,651.77002,5196300
421100,黄冈市,2007,730.97998,4737400
421200,咸宁市,2007,286.07999,2867400
421300,随州市,2007,254.23,2576200
430100,长沙市,2007,637.35999,21902548
430200,株洲市,2007,380.34,7512625
430300,湘潭市,2007,292.70001,5268100
430400,衡阳市,2007,728.88,8208659
430500,邵阳市,2007,749.59998,4759067
430600,岳阳市,2007,542.94,9158376
430700,常德市,2007,611.98999,8640845
430800,张家界市,2007,162.39,1513284
430900,益阳市,2007,465.25,4176247
431000,郴州市,2007,466.39001,6505242
431100,永州市,2007,580.15997,5063922
431200,怀化市,2007,502.01001,4116746
431300,娄底市,2007,416.12,4233519
440100,广州市,2007,773.47998,71091814
440200,韶关市,2007,321.19,4716931
440300,深圳市,2007,212.38,68015706
440400,珠海市,2007,95.690002,8959010
440500,汕头市,2007,500.82001,8501019
440600,佛山市,2007,361.07999,36051142
440700,江门市,2007,388.38,11070736
440800,湛江市,2007,744.98999,8925611
440900,茂名市,2007,716.44,10246000
441200,肇庆市,2007,407.70999,5922177
441300,惠州市,2007,312.89001,11049758
441400,梅州市,2007,503.35999,4106236
441500,汕尾市,2007,329.85999,2912525
441600,河源市,2007,335.42999,3280853
441700,阳江市,2007,271.03,4078569
441800,清远市,2007,403.01001,5939484
441900,东莞市,2007,171.25999,31519126
442000,中山市,2007,145.14999,12380456
445100,潮州市,2007,254.06,3802248
445200,揭阳市,2007,634.78003,5858984
445300,云浮市,2007,268.62,2710105
450100,南宁市,2007,683.51001,10690099
450200,柳州市,2007,362.5,7551234
450300,桂林市,2007,504.62,7443201
450400,梧州市,2007,310.14999,3195739
450500,北海市,2007,156.32001,2465826
450600,防城港市,2007,83.32,1592770
450700,钦州市,2007,355.98999,3039209
450800,贵港市,2007,491.59,3380180
450900,玉林市,2007,625.01001,5060407
451000,百色市,2007,385.89999,3503547
451100,贺州市,2007,218.41,2392012
451200,河池市,2007,396.98999,3193089
451300,来宾市,2007,250.14999,2453424
451400,崇左市,2007,236.89,2318725
460100,海口市,2007,152.94,3936858
460200,三亚市,2007,53.52,1223161
500000,重庆市,2007,3235.3201,41225100
510100,成都市,2007,1112.28,33241677
510300,自贡市,2007,322.45001,3941538
510400,攀枝花市,2007,110.08,3452571
510500,泸州市,2007,489.14999,4038967
510600,德阳市,2007,385.31,6483972
510700,绵阳市,2007,537.95001,6734967
510800,广元市,2007,307.41,2084596
510900,遂宁市,2007,383.44,3049454
511000,内江市,2007,423.82999,3746111
511100,乐山市,2007,352.45001,4529731
511300,南充市,2007,742.10999,5081290
511400,眉山市,2007,348.66,3437497
511500,宜宾市,2007,526.97998,5290450
511600,广安市,2007,462.53,3388327
511700,达州市,2007,650.10999,5104223
511800,雅安市,2007,153.67,1767505
511900,巴中市,2007,374.22,1761156
512000,资阳市,2007,493.22,3739669
520100,贵阳市,2007,359.82001,6937170
520200,六盘水市,2007,308.95999,3008419
520300,遵义市,2007,739.40002,5405353
520400,安顺市,2007,267.35999,1457813
530100,昆明市,2007,517.70001,14050473
530300,曲靖市,2007,603.03998,6504206
530400,玉溪市,2007,212.25,4959279
530500,保山市,2007,246.42,1623779
530600,昭通市,2007,545.96997,2266935
530700,丽江市,2007,118.02,848176
530800,思茅市,2007,244.81,1515080
530900,临沧市,2007,222.77,1357830
540100,拉萨市,2007,62.23,1219100
610100,西安市,2007,764.25,17637300
610200,铜川市,2007,84.860001,1022700
610300,宝鸡市,2007,376.97,5817500
610400,咸阳市,2007,506.84,5858860
610500,渭南市,2007,546.87,4248820
610600,延安市,2007,219.55,6100780
610700,汉中市,2007,379.25,2910899
610800,榆林市,2007,356.57999,6723120
610900,安康市,2007,300.07001,1873700
611000,商洛市,2007,243.23,1357980
620100,兰州市,2007,319.28,7327581
620200,嘉峪关市,2007,18.139999,1201845
620300,金昌市,2007,47.299999,2132190
620400,白银市,2007,176.34,2075226
620500,天水市,2007,354.76001,1962073
620600,武威市,2007,188.60001,1876523
620700,张掖市,2007,128.72,1466371
620800,平凉市,2007,226.83,1478204
620900,酒泉市,2007,93.57,2032500
621000,庆阳市,2007,255.95,2008175
621100,定西市,2007,296.12,1001031
621200,陇南市,2007,275.75,1118061
630100,西宁市,2007,215.36,3424581
640100,银川市,2007,148.78999,4086009
640200,石嘴山市,2007,73.410004,1693068
640300,吴忠市,2007,130.82001,1388272
640400,固原市,2007,153.84,618352
640500,中卫市,2007,106.04,896641
650100,乌鲁木齐市,2007,231.3,8202800
650200,克拉玛依市,2007,35.34,5151297
110000,北京市,2008,1299.85,104880500
120000,天津市,2008,968.87,63543800
130100,石家庄市,2008,966.47998,28383712
130200,唐山市,2008,729.40997,35611900
130300,秦皇岛市,2008,285.85001,8089526
130400,邯郸市,2008,928.08002,19903633
130500,邢台市,2008,706.35999,9890039
130600,保定市,2008,1141.73,15808884
130700,张家口市,2008,459.67001,7203705
130800,承德市,2008,369.38,7149413
130900,沧州市,2008,710.09998,17161616
131000,廊坊市,2008,408.28,10514939
131100,衡水市,2008,432.51001,6338142
140100,太原市,2008,360.23001,14680851
140200,大同市,2008,312,5696268
140300,阳泉市,2008,129.34,3106529
140400,长治市,2008,327.39999,6821316
140500,晋城市,2008,221.59,5275490
140600,朔州市,2008,155.17,4204038
140700,晋中市,2008,317.89999,5678066
140800,运城市,2008,499.39999,6914452
